ns,page,sender,recipients,cardinality,timestamp
4,Wikipedia:Simple talk/Archive 126,National Railway,Computer Fizz,1,"11:25, 6 May 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 126,Computer Fizz,National Railway,1,"16:55, 6 May 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 126,National Railway,Djsasso,1,"08:55, 12 May 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 126,Examknow,StevenJ81,1,"15:33, 7 May 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 126,National Railway,Computer Fizz,1,"09:22, 9 May 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 126,Computer Fizz,National Railway,1,"17:37, 9 May 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 126,National Railway,Computer Fizz,1,"07:52, 11 May 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 126,National Railway,Computer Fizz,1,"07:34, 20 May 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 126,Computer Fizz,Djsasso|National Railway,2,"22:11, 21 May 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 126,National Railway,Computer Fizz,1,"06:38, 26 May 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 126,National Railway,Djsasso,1,"06:41, 26 May 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 126,National Railway,Djsasso,1,"10:02, 1 June 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 126,National Railway,Djsasso,1,"03:47, 16 June 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 126,MJL,Cohaf|Djsasso,2,"18:30, 25 June 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 126,Cohaf,Djsasso,1,"07:20, 26 June 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 126,Ottawahitech,BlackcurrantTea,1,"17:05, 2 July 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 126,BlackcurrantTea,Ottawahitech,1,"01:27, 3 July 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 126,Cohaf,BlackcurrantTea|Ottawahitech,2,"02:03, 3 July 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 126,BlackcurrantTea,Cohaf,1,"04:07, 3 July 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 126,Cohaf,BlackcurrantTea,1,"05:09, 3 July 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 126,Auntof6,Desertborn,1,"10:56, 11 July 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 126,Cohaf,Cyberpower678,1,"15:01, 15 July 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 126,BlackcurrantTea,Ottawahitech,1,"08:57, 18 July 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 126,BlackcurrantTea,Kdammers,1,"07:54, 31 July 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 126,Ottawahitech,Hiàn,1,"13:33, 21 July 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 126,Auntof6,Ottawahitech,1,"02:00, 21 July 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 126,Laptop Fizz,Cohaf,1,"16:00, 3 August 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 126,Cohaf,Macdonald-ross,1,"06:51, 1 August 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 126,Computer Fizz,auntof6,1,"05:14, 9 August 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 126,Computer Fizz,djsasso,1,"05:17, 9 August 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 126,Auntof6,Kdammers,1,"07:01, 23 June 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 126,BlackcurrantTea,Kdammers,1,"16:44, 1 July 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 126,Ottawahitech,BlackcurrantTea,1,"14:49, 1 August 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 126,Ottawahitech,BlackcurrantTea,1,"20:21, 15 August 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 126,BlackcurrantTea,Macdonald-ross,1,"09:31, 18 July 2019 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2019/Responsibility for the Holocaust,Ottawahitech,Zaxxon0,1,"16:41, 8 June 2019 (UTC)"
1,Talk:Pascal Siakam,Ottawahitech,Deborahjay,1,"22:05, 24 June 2019 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2019/მასტერი,Cohaf,StevenJ81,1,"18:51, 18 June 2019 (UTC)"
1,"Talk:Lawrence, Kansas",Desertborn,Junedude433,1,"10:37, 21 April 2020 (UTC)"
1,"Talk:Lawrence, Kansas",Junedude433,Desertborn,1,"01:48, 25 April 2020 (UTC)"
1,"Talk:Lawrence, Kansas",Junedude433,User:Yottie,1,"15:40, 7 August 2020 (UTC)"
1,"Talk:Lawrence, Kansas",Yottie,Junedude433,1,"18:32, 8 August 2020 (UTC)"
3,User talk:Piddu,Stonewenots,Piddu,1,"12:38, 12 June 2019 (UTC)"
3,User talk:Tequilium,StevenJ81,Vermont,1,"16:20, 21 June 2019 (UTC)"
1,Talk:2019–20 Hong Kong protests,thegooduser/Hong Kong National Security Law,Simplex Simpleton,1,"01:28, 16 August 2020 (UTC)"
1,Talk:Thita Rangsitpol Manitkul,Auntof6,Josve05a,1,"23:19, 9 February 2020 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2019/Katrina Papalia,Auntof6,Zaxxon0,1,"04:24, 22 June 2019 (UTC)"
5,Wikipedia talk:Did you know/Archive 2,SashiRolls,TDKR Chicago 101,1,"10:19, 8 December 2017 (UTC)"
5,Wikipedia talk:Did you know/Archive 2,Helloimahumanbeing,Djsasso,1,"19:19, 9 July 2019 (UTC)"
3,User talk:BlackcurrantTea,BlackcurrantTea,Rubbish computer,1,"13:30, 1 July 2019 (UTC)"
3,User talk:BlackcurrantTea,BlackcurrantTea,Desertborn,1,"01:02, 3 July 2019 (UTC)"
3,User talk:BlackcurrantTea,BlackcurrantTea,Ottawahitech,1,"01:39, 5 July 2019 (UTC)"
5,Wikipedia talk:Avoiding Wikipedia quirks,BlackcurrantTea,Ottawahitech,1,"01:37, 5 July 2019 (UTC)"
3,User talk:ClumsyMind,ClumsyMind,Camouflaged Mirage,1,"13:40, 30 December 2019 (UTC)"
3,User talk:ClumsyMind,ClumsyMind,Only,1,"13:14, 30 June 2020 (UTC)"
3,User talk:JaventheAlderick,JaventheAlderick,Desertborn,1,"16:30, 7 July 2019 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2019/Gravitational time dilation,StevenJ81,Zaxxon0,1,"13:55, 8 July 2019 (UTC)"
3,User talk:Znotch190711,Znotch190711,Vermont,1,"07:24, 31 July 2019 (UTC)"
3,User talk:Znotch190711,Znotch190711,Djsasso|Ottawahitech,2,"13:01, 14 August 2019 (UTC)"
3,User talk:Znotch190711,Znotch190711,Computer Fizz,1,"04:44, 23 August 2019 (UTC)"
3,User talk:Znotch190711,Znotch190711,Computer Fizz|Vermont,2,"02:15, 28 August 2019 (UTC)"
3,User talk:Znotch190711,Znotch190711,Computer Fizz,1,"02:19, 28 August 2019 (UTC)"
3,User talk:Znotch190711,Znotch190711,Vermont,1,"23:55, 27 September 2019 (UTC)"
3,User talk:Znotch190711,Znotch190711,Vermont,1,"23:58, 27 September 2019 (UTC)"
3,User talk:Minorax,大诺史,Zaxxon0,1,"03:55, 14 July 2019 (UTC)"
3,User talk:Minorax,大诺史,Vermont,1,"16:05, 24 August 2019 (UTC)"
3,User talk:Minorax,大诺史,AzfarShams,1,"14:56, 7 September 2019 (UTC)"
3,User talk:Minorax,大诺史,Wyatt2049,1,"17:31, 8 September 2019 (UTC)"
3,User talk:Minorax,大诺史,Computer Fizz,1,"02:20, 9 September 2019 (UTC)"
3,User talk:Minorax,大诺史,Djsasso,1,"03:12, 10 September 2019 (UTC)"
3,User talk:Minorax,大诺史,SHEHZAAG,1,"14:48, 21 September 2019 (UTC)"
3,User talk:Minorax,大诺史,DannyS712,1,"06:47, 23 September 2019 (UTC)"
3,User talk:Minorax,大诺史,DannyS712,1,"09:01, 28 September 2019 (UTC)"
3,User talk:Minorax,大诺史,BRPever,1,"13:18, 7 October 2019 (UTC)"
3,User talk:Minorax,Computer Fizz,Shady.photography,1,"05:31, 10 October 2019 (UTC)"
3,User talk:Minorax,大诺史,Hiàn,1,"15:09, 27 October 2019 (UTC)"
3,User talk:Minorax,大诺史,Hiàn,1,"02:49, 30 October 2019 (UTC)"
3,User talk:Minorax,大诺史,CarbosCruize,1,"16:05, 7 November 2019 (UTC)"
3,User talk:Minorax,Minorax,Computer Fizz,1,"18:23, 17 December 2019 (UTC)"
3,User talk:Minorax,Minorax,Tropical Storm Angela,1,"14:55, 2 September 2020 (UTC)"
3,User talk:Minorax,Minorax,Thegooduser,1,"04:23, 10 October 2020 (UTC)"
3,User talk:Minorax,Minorax,Thegooduser,1,"03:17, 11 October 2020 (UTC)"
3,User talk:Minorax,Minorax,Thegooduser,1,"12:38, 12 October 2020 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2019/Wikipedia:Simple Community response to the Wikimedia Foundation's ban of Fram on the English Wikipedia,Desertborn,Ottawahitech,1,"17:40, 15 July 2019 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2019/Wikipedia:Simple Community response to the Wikimedia Foundation's ban of Fram on the English Wikipedia,Ottawahitech,Desertborn,1,"11:09, 19 July 2019 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2019/List of U.S. state slogans,BRPever,Eptalon,1,"01:36, 23 July 2019 (UTC)"
1,Talk:Extraterrestrial sky,Lights and freedom,Drbogdan,1,"17:11, 9 January 2023 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2019/Peter O'Halloran,Vermont,Aaronsheij,1,"11:59, 21 July 2019 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2019/Peter O'Halloran,GSS,Vermont,1,"08:21, 22 July 2019 (UTC)"
3,User talk:Chenzw/Archives/Jul 2019,Nigos,2A02:C7D:3FB0:300:5F2:9CFD:EAFE:41DE,1,"09:34, 21 July 2019 (UTC)"
1,Talk:Tropical Storm Danas (2019),Znotch190711,Ottawahitech,1,"08:26, 22 July 2019 (UTC)"
1,Talk:Tropical Storm Danas (2019),Znotch190711,Ottawahitech,1,"18:42, 22 July 2019 (UTC)"
3,User talk:Ainz Ooal Gown,Masumrezarock100,Beaneater00,1,"22:08, 21 December 2019 (UTC)"
3,User talk:Ainz Ooal Gown,Ainz Ooal Gown,Only,1,"19:29, 12 July 2020 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2019/Rasim Bajrović,Nigos,Апостоли-13,1,"01:58, 27 July 2019 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2019/Rasim Bajrović,Nigos,Апостоли-13,1,"01:52, 27 July 2019 (UTC)"
1,Talk:Ashurst,StevenJ81,Auntof6|Eptalon|Macdonald-ross,3,"14:39, 23 July 2019 (UTC)"
1,Talk:Ashurst,Auntof6,StevenJ81,1,"20:38, 23 July 2019 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2019/Fatih Ürek,Cohaf,Vermont,1,"10:16, 3 August 2019 (UTC)"
3,User talk:Drug Equality,Laptop Fizz,Vermont,1,"02:55, 2 August 2019 (UTC)"
3,User talk:Drug Equality,Laptop Fizz,Drug Equality,1,"02:59, 2 August 2019 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2019/Template:V. C. Andrews,Auntof6,Laptop Fizz,1,"05:19, 1 August 2019 (UTC)"
3,User talk:70.23.22.47,Computer Fizz,Vermont,1,"09:09, 9 August 2019 (UTC)"
3,User talk:70.23.22.47,Vermont,Computer Fizz,1,"15:14, 9 August 2019 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2019/Lisa (Thai singer),Desertborn,cohaf,1,"00:51, 12 August 2019 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2019/Lisa (Thai singer),Cohaf,Desertborn,1,"03:52, 12 August 2019 (UTC)"
3,User talk:Coldstreamer20,Examknow,Zaxxon0,1,"21:53, 22 August 2019 (UTC)"
3,User talk:Coldstreamer20,Computer Fizz,J-Man11,1,"23:49, 25 August 2019 (UTC)"
3,User talk:70.5.27.250,Laptop Fizz,70.5.27.250|examknow,2,"02:22, 22 August 2019 (UTC)"
3,User talk:2804:431:D724:139A:815F:78B8:D1BB:5D99,Computer Fizz,2804:431:D724:139A:815F:78B8:D1BB:5D99,1,"23:10, 29 August 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 127,Computer Fizz,ClumsyMind,1,"17:58, 15 August 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 127,Auntof6,ClumsyMind,1,"18:13, 15 August 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 127,ClumsyMind,Auntof6|Computer Fizz,2,"09:04, 16 August 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 127,Ottawahitech,Cohaf,1,"15:23, 16 August 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 127,Cohaf,Djsasso|Ottawahitech,2,"15:44, 16 August 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 127,Cohaf,Djsasso,1,"12:02, 17 August 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 127,Computer Fizz,Lofty abyss,1,"01:33, 13 August 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 127,Lofty abyss,Computer Fizz,1,"12:15, 18 August 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 127,Computer Fizz,Djsasso|Lofty abyss,2,"16:45, 18 August 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 127,大诺史,Macdonald-ross,1,"08:11, 30 August 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 127,Junedude433,User:Auntof6,1,"21:02, 13 September 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 127,Auntof6,Derpdart56,1,"04:48, 18 September 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 127,Computer Fizz,147.144.234.253,1,"23:27, 18 September 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 127,大诺史,Auntof6|Djsasso|Macdonald-ross|Vermont,4,"17:08, 21 September 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 127,大诺史,Vermont,1,"06:41, 22 September 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 127,大诺史,Derpdart56,1,"17:34, 25 September 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 127,Junedude433,User:Derpdart56|User:Djsasso,2,"14:58, 25 September 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 127,Desertborn,Derpdart56,1,"20:13, 2 October 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 127,Auntof6,Lawson Bell,1,"21:42, 16 October 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 127,Computer Fizz,Mazaia900,1,"00:49, 20 October 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 127,Auntof6,Mazaia900,1,"01:03, 20 October 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 127,Derpdart56,Computer Fizz,1,"23:01, 22 October 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 127,Junedude433,Purplebackpack89,1,"20:29, 7 October 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 127,Computer Fizz,Vermont,1,"20:56, 17 October 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 127,Computer_Fizz,Auntof6,1,"16:15, 2 November 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 127,Derpdart56,Computer Fizz,1,"22:29, 4 November 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 127,BRPever,Junedude433,1,"06:03, 6 November 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 127,Auntof6,Junedude433,1,"17:58, 6 November 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 127,Masumrezarock100,12Dan21|Vermont,2,"12:16, 6 November 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 127,12Dan21,Masumrezarock100,1,"12:21, 6 November 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 127,Auntof6,Derpdart56,1,"03:45, 8 November 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 127,Derpdart56,Auntof6,1,"03:50, 8 November 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 127,Derpdart56,Brian R Hunter,1,"04:04, 8 November 2019 (UTC)"
4,Wikipedia:Simple talk/Archive 127,Computer Fizz,Derpdart56,1,"22:21, 19 November 2019 (UTC)"
3,User talk:140.198.172.5,Computer Fizz,140.198.172.5,1,"16:55, 10 September 2019 (UTC)"
1,Talk:Ashleigh Barty,Nigos,Sharyn4939,1,"02:16, 6 September 2019 (UTC)"
1,Talk:Ashleigh Barty,Sharyn4939,Nigos,1,"03:00, 6 September 2019 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2019/Template:Placeholder,Mohammedbhaq/sandbox/Rohaanhaq123's Sandbox,Mohammedbhaq|Rohaanhaq123,2,"11:18, 7 September 2019 (UTC)"
3,User talk:212.129.73.241,Mwiqdoh,Elytrian,1,"10:03, 13 December 2021 (UTC)"
3,User talk:212.129.73.241,Mwiqdoh,Elytrian,1,"10:07, 13 December 2021 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2019/Daniel Antosch,Znotch190711,Wyatt2049,1,"04:53, 8 September 2019 (UTC)"
3,User talk:Wyatt2049,Wyatt2049,L235,1,"23:10, 8 September 2019 (UTC)"
3,User talk:Wyatt2049,Wyatt2049,L235,1,"23:53, 8 September 2019 (UTC)"
3,User talk:Wyatt2049,Wyatt2049,L235,1,"12:22, 9 September 2019 (UTC)"
3,User talk:Wyatt2049,Wyatt2049,Vermont,1,"13:29, 9 September 2019 (UTC)"
3,User talk:Wyatt2049,Wyatt2049,Djsasso,1,"13:35, 9 September 2019 (UTC)"
3,User talk:Wyatt2049,Vermont,Djsasso,1,"22:40, 9 September 2019 (UTC)"
3,User talk:Wyatt2049,Wyatt2049,Vermont,1,"22:52, 9 September 2019 (UTC)"
3,User talk:Wyatt2049,Wyatt2049,Vermont,1,"23:41, 9 September 2019 (UTC)"
3,User talk:Wyatt2049,Wyatt2049,Vermont,1,"01:03, 10 September 2019 (UTC)"
3,User talk:Wyatt2049,Wyatt2049,Djsasso,1,"14:58, 10 September 2019 (UTC)"
3,User talk:Wyatt2049,Wyatt2049,Desertborn,1,"15:10, 10 September 2019 (UTC)"
3,User talk:Wyatt2049,Wyatt2049,Computer Fizz,1,"16:31, 10 September 2019 (UTC)"
3,User talk:Wyatt2049,Wyatt2049,Computer Fizz,1,"16:33, 10 September 2019 (UTC)"
3,User talk:Wyatt2049,Wyatt2049,Computer Fizz,1,"16:37, 10 September 2019 (UTC)"
3,User talk:Wyatt2049,Wyatt2049,Hiàn,1,"20:22, 10 September 2019 (UTC)"
3,User talk:Wyatt2049,Wyatt2049,大诺史,1,"14:14, 11 September 2019 (UTC)"
3,User talk:Wyatt2049,Computer Fizz,Djsasso,1,"18:50, 12 September 2019 (UTC)"
3,User talk:Wyatt2049,Wyatt2049,Computer Fizz|Djsasso,2,"17:45, 12 September 2019 (UTC)"
3,User talk:Wyatt2049,Djsasso,Computer Fizz,1,"10:53, 13 September 2019 (UTC)"
3,User talk:Wyatt2049,Wyatt2049,Computer Fizz,1,"08:47, 13 September 2019 (UTC)"
3,User talk:Wyatt2049,Wyatt2049,Computer Fizz,1,"15:18, 13 September 2019 (UTC)"
3,User talk:Wyatt2049,Wyatt2049,Vermont,1,"08:47, 13 September 2019 (UTC)"
3,User talk:Wyatt2049,Wyatt2049,Vermont,1,"08:59, 13 September 2019 (UTC)"
3,User talk:Wyatt2049,Wyatt2049,Computer Fizz|Djsasso|Vermont,3,"18:12, 13 September 2019 (UTC)"
3,User talk:Wyatt2049,Wyatt2049,Vermont,1,"20:24, 13 September 2019 (UTC)"
3,User talk:Wyatt2049,Wyatt2049,Vermont,1,"14:01, 17 September 2019 (UTC)"
4,Wikipedia:Requests for adminship/Wyatt2049,Wyatt2049,DannyS712,1,"21:17, 8 September 2019 (UTC)"
4,Wikipedia:Requests for adminship/Wyatt2049,Wyatt2049,Computer Fizz,1,"20:31, 8 September 2019 (UTC)"
4,Wikipedia:Requests for adminship/大诺史,大诺史,BRPever,1,"12:11, 10 September 2019 (UTC)"
3,User talk:Wyatt2049/Iconlist,Computer Fizz,Wyatt2049,1,"22:50, 10 September 2019 (UTC)"
3,User talk:Wyatt2049/Iconlist,Wyatt2049,Computer Fizz,1,"00:52, 11 September 2019 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2019/Template:Vipreported,Wyatt2049,Djsasso,1,"17:40, 11 September 2019 (UTC)"
3,User talk:Pppery,Pppery,Djsasso,1,"19:02, 19 September 2019 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2019/User:RazorTheDJ/ALGBT,BRPever,Computer Fizz,1,"06:16, 27 September 2019 (UTC)"
3,User talk:2A02:21B0:644C:603C:319C:6EEB:59A9:6F8B,Gay Yong Hernandez,Junedude433,1,"22:45, 27 September 2019 (UTC)"
3,User talk:CptViraj,CptViraj,Vermont,1,"05:13, 19 October 2019 (UTC)"
3,User talk:Bobbychan193,Bobbychan193,Dimensionshifter7843,1,"20:42, 30 September 2019 (UTC)"
3,User talk:Chenzw/Archives/Sep 2019,大诺史,ChenzwBot,1,"14:15, 17 September 2019 (UTC)"
3,User talk:Chenzw/Archives/Sep 2019,Zppix,Computer Fizz,1,"15:12, 19 September 2019 (UTC)"
3,User talk:184.96.243.242,Computer Fizz,Operator873,1,"20:41, 7 October 2019 (UTC)"
3,User talk:184.96.243.242,Operator873,Operator873,1,"20:36, 7 October 2019 (UTC)"
1,Talk:Turkic peoples,Rsk6400,Nalanidil,1,"13:36, 21 March 2022 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2019/Chedi Amir,Computer Fizz,Makrem93,1,"23:01, 15 October 2019 (UTC)"
3,User talk:Djsasso/Archive 9,Auntof6,CentralTime301,1,"15:18, 6 December 2019 (UTC)"
3,User talk:Djsasso/Archive 9,Infogapp1,Auntof6|Thegooduser,2,"20:13, 4 June 2020 (UTC)"
3,User talk:Djsasso/Archive 9,Djsasso,Infogapp1,1,"16:08, 20 August 2020 (UTC)"
3,User talk:Djsasso/Archive 9,Djsasso,Nadzik,1,"14:25, 8 October 2020 (UTC)"
3,User talk:Djsasso/Archive 9,ImprovedWikiImprovment,Chenzw,1,"17:23, 5 January 2021 (UTC)"
3,User talk:Justin86e,Computer Fizz,DimensionShifter,1,"22:49, 22 October 2019 (UTC)"
3,User talk:Nieuwsgierige Gebruiker,Nieuwsgierige Gebruiker,Derpdart56,1,"16:09, 2 November 2019 (UTC)"
3,User talk:Sandesh9822,Sandesh9822,Infogapp1,1,"16:40, 18 August 2020 (UTC)"
3,User talk:Sandesh9822,Infogapp1,Sandesh9822,1,"16:48, 18 August 2020 (UTC)"
3,User talk:74.14.197.202,Computer Fizz,Chenzw,1,"01:50, 28 October 2019 (UTC)"
3,User talk:Brian R Hunter,Brian R Hunter,Desertborn,1,"01:29, 28 October 2019 (UTC)"
3,User talk:Brian R Hunter,Brian R Hunter,Computer Fizz,1,"02:01, 28 October 2019 (UTC)"
3,User talk:Brian R Hunter,Desertborn,djsasso,1,"12:52, 28 October 2019 (UTC)"
3,User talk:Brian R Hunter,Brian R Hunter,DJSasso,1,"21:41, 28 October 2019 (UTC)"
3,User talk:Brian R Hunter,Brian R Hunter,Macdonald-ross,1,"20:03, 28 October 2019 (UTC)"
3,User talk:Brian R Hunter,Brian R Hunter,Desertborn,1,"21:14, 5 December 2019 (UTC)"
3,User talk:Brian R Hunter,Brian R Hunter,Brantmeierz,1,"07:29, 27 December 2019 (UTC)"
3,User talk:Brian R Hunter,Brian R Hunter,Brantmeierz,1,"07:39, 27 December 2019 (UTC)"
3,User talk:Brian R Hunter,Brian R Hunter,Auntof6,1,"10:36, 27 December 2019 (UTC)"
3,User talk:Brian R Hunter,Brian R Hunter,Computer Fizz,1,"00:17, 29 December 2019 (UTC)"
3,User talk:Brian R Hunter,Brian R Hunter,Computer Fizz,1,"00:34, 29 December 2019 (UTC)"
3,User talk:Brian R Hunter,Computer Fizz,Brian R Hunter,1,"23:51, 6 January 2020 (UTC)"
3,User talk:Brian R Hunter,Brian R Hunter,Computer Fizz,1,"23:57, 6 January 2020 (UTC)"
3,User talk:Brian R Hunter,Computer Fizz,Brian R Hunter,1,"00:01, 7 January 2020 (UTC)"
3,User talk:Brian R Hunter,Brian R Hunter,Computer Fizz,1,"00:04, 7 January 2020 (UTC)"
3,User talk:Brian R Hunter,Computer Fizz,83.32.193.223,1,"23:12, 30 December 2019 (UTC)"
3,User talk:Brian R Hunter,Brian R Hunter,83.32.193.223|Computer Fizz,2,"21:07, 31 December 2019 (UTC)"
3,User talk:We have the ULTIMATE FREEDOM to EDIT and to REMAIN STANDING! BLOCKING STOPS NOW BYTCH,Examknow,Computer_Fizz,1,"00:56, 5 November 2019 (UTC)"
3,User talk:ToBeCloud,ToBeCloud,Djsasso,1,"16:20, 18 November 2019 (UTC)"
3,User talk:ToBeCloud,ToBeCloud,Djsasso,1,"16:25, 18 November 2019 (UTC)"
3,User talk:ToBeCloud/Archive 1,ToBeCloud,Vermont,1,"02:51, 12 November 2019 (UTC)"
3,User talk:ToBeCloud/Archive 1,ToBeCloud,Vermont,1,"02:52, 12 November 2019 (UTC)"
5,Wikipedia talk:Wikipedia Asian Month/2019,Tiven2240,Wei4Green,1,"14:56, 8 November 2019 (UTC)"
5,Wikipedia talk:Wikipedia Asian Month/2019,BRPever,Auntof6,1,"02:42, 16 February 2020 (UTC)"
5,Wikipedia talk:Wikipedia Asian Month/2019,Auntof6,Auntof6,1,"08:22, 16 February 2020 (UTC)"
3,User talk:Fitindia,Fitindia,Usafithere,1,"16:14, 14 November 2019 (UTC)"
1,Talk:Hindutva,Newslinger,V2Blast,1,"23:39, 12 April 2020 (UTC)"
3,User talk:CentralTime301,Eptalon,CentralTime301,1,"10:16, 20 January 2021 (UTC)"
3,User talk:-akko,轻语者,Camouflaged Mirage,1,"09:14, 13 January 2020 (UTC)"
3,User talk:Childishbeat,Camouflaged Mirage,Examknow,1,"15:05, 14 December 2019 (UTC)"
3,User talk:Childishbeat,Camouflaged Mirage,Auntof6,1,"11:19, 17 December 2019 (UTC)"
3,User talk:Childishbeat,Camouflaged Mirage,Auntof6,1,"13:10, 29 January 2020 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2019/Ajanta Caves,DannyS712,Macdonald-ross,1,"02:17, 8 December 2019 (UTC)"
3,User talk:The creeper2007,The creeper2007,Aranya,1,"03:13, 29 May 2020 (UTC)"
